05:10:39,H,1,A, 139.694, 35.490,  0,-180,   0,02/10/05,02/10/05,05:10:39,SHIRASE
0.00
5, 1.4159E-09, 185.81, 34.24,2.344,8.154,0.167,0.167,-0.65,-0.24
6, 1.7708E-10, 185.81, 34.24,2.383,8.158,0.168,0.167,-0.63,-0.20
7, 6.6170E-10, 185.81, 34.24,2.372,8.191,0.166,0.167,-0.62,-0.25
100.00
1, 3.8147E-13, 204.05, 34.24,1.563,7.529,0.167,0.167,-0.67,-0.24
2, 1.2684E-09, 204.05, 34.24,1.563,7.453,0.168,0.167,-0.54,-0.24
3, 2.3386E-09, 204.05, 34.24,1.602,7.454,0.167,0.167,-0.64,-0.23
4, 2.1258E-09, 204.05, 34.24,1.563,7.453,0.167,0.167,-0.65,-0.22
5, 1.1900E-09, 204.05, 34.24,1.603,7.453,0.167,0.166,-0.63,-0.19
6, 1.4557E-10, 204.05, 34.24,1.563,7.413,0.167,0.167,-0.65,-0.24
7, 5.5397E-10, 204.05, 34.24,1.629,7.453,0.167,0.167,-0.60,-0.24
110.00
1, 3.0518E-13, 232.75, 34.24,0.783,5.854,0.167,0.167,-0.66,-0.23
2, 1.3232E-09, 232.75, 34.24,0.783,5.851,0.167,0.167,-0.61,-0.25
3, 2.2439E-09, 232.75, 34.24,0.783,5.854,0.167,0.167,-0.65,-0.22
4, 1.9433E-09, 232.75, 34.24,0.823,5.815,0.167,0.167,-0.63,-0.24
5, 1.0773E-09, 232.75, 34.24,0.783,5.838,0.166,0.167,-0.63,-0.25
6, 1.3046E-10, 232.75, 34.24,0.823,5.854,0.167,0.167,-0.64,-0.24
7, 5.0636E-10, 232.75, 34.24,0.783,5.854,0.167,0.167,-0.66,-0.21

05:25:33,H,1,A, 139.692, 35.490,  0,-180,   0,02/10/05,02/10/05,05:25:33,SHIRASE
0.00
1, 1.1860E-09, 70.06, 32.65,6.942,4.835,4.292,5.045,-0.60,-0.26
2, 1.0923E-05, 70.10, 32.63,6.981,4.839,4.293,5.035,-0.62,-0.21
3, 4.9934E-05, 70.05, 32.68,6.954,4.802,4.369,5.012,-0.63,-0.22
4, 1.2719E-04, 70.05, 32.67,6.949,4.838,4.333,5.061,-0.64,-0.26
5, 1.3850E-04, 70.05, 32.70,6.980,4.802,4.369,4.998,-0.67,-0.23
6, 2.5452E-05, 70.05, 32.66,6.941,4.824,4.348,5.035,-0.62,-0.22
7, 9.6695E-05, 70.05, 32.69,6.980,4.840,4.332,5.035,-0.62,-0.23
2.00
1, 1.2207E-12, 72.76, 32.54,6.904,4.958,4.917,5.094,-0.63,-0.23
2, 1.6848E-08, 72.76, 32.54,6.942,4.984,4.849,4.995,-0.65,-0.25
3, 5.4764E-08, 72.76, 32.54,6.908,4.958,4.877,5.068,-0.62,-0.23
4, 9.2766E-08, 72.76, 32.54,6.942,4.958,4.877,5.054,-0.65,-0.22
5, 9.8557E-08, 72.76, 32.54,6.941,4.995,4.877,5.097,-0.72,-0.20
6, 1.9138E-08, 72.76, 32.54,6.981,5.004,4.882,5.035,-0.66,-0.22
7, 6.7650E-08, 72.76, 32.54,6.941,4.995,4.916,5.015,-0.63,-0.23
3.00
1, 9.9182E-13, 73.95, 32.54,6.941,5.035,5.149,5.009,-0.67,-0.24
2, 1.3020E-08, 73.95, 32.54,6.941,5.034,5.148,5.052,-0.69,-0.22
3, 4.0825E-08, 73.95, 32.54,6.903,5.074,5.130,5.035,-0.66,-0.22
4, 6.5552E-08, 73.95, 32.54,6.902,5.035,5.138,5.034,-0.64,-0.24
5, 5.1483E-08, 73.95, 32.54,6.981,5.002,5.111,5.035,-0.67,-0.25
6, 8.7242E-09, 73.95, 32.54,6.941,5.035,5.149,5.035,-0.64,-0.27
7, 2.9831E-08, 73.95, 32.54,6.981,5.035,5.135,5.035,-0.64,-0.22
4.00
1, 9.1553E-13, 75.14, 32.54,6.902,5.148,5.461,5.034,-0.61,-0.25
2, 1.1164E-08, 75.14, 32.54,6.902,5.151,5.423,5.034,-0.89,-0.23
3, 3.3928E-08, 75.14, 32.54,6.931,5.113,5.423,5.049,-0.62,-0.22
4, 5.2200E-08, 75.14, 32.54,6.943,5.073,5.423,5.016,-0.60,-0.24
